temporal_sample_id,project_id,target,s_delta,Delta_Pred,Error_Type
MH-002_19.601554_80.379859,MH-002,0,0.14251095,1,FP
MH-002_19.601554_80.380398,MH-002,0,0.17157418,1,FP
MH-002_19.601284_80.376356,MH-002,0,0.015103878,0,TN
MH-002_19.601284_80.377434,MH-002,0,0.019733269,0,TN
MH-002_19.601284_80.377703,MH-002,0,0.03459534,0,TN
MH-002_19.601284_80.377973,MH-002,0,0.043347236,0,TN
MH-002_19.601284_80.378242,MH-002,1,0.06570006,0,FN
MH-002_19.601284_80.37932,MH-002,0,0.059623636,0,TN
MH-002_19.601284_80.380129,MH-002,0,0.13278586,1,FP
MH-002_19.601284_80.380398,MH-002,0,0.09297512,0,TN
MH-002_19.601015_80.376356,MH-002,0,0.009754972,0,TN
MH-002_19.601015_80.376625,MH-002,0,0.012803477,0,TN
MH-002_19.601015_80.376895,MH-002,0,0.011757437,0,TN
MH-002_19.601015_80.377434,MH-002,0,0.019657085,0,TN
MH-002_19.601015_80.377703,MH-002,0,0.049592756,0,TN
MH-002_19.601015_80.377973,MH-002,0,0.054926448,0,TN
MH-002_19.601015_80.378242,MH-002,0,0.07322801,0,TN
MH-002_19.601015_80.378512,MH-002,0,0.10259234,1,FP
MH-002_19.601015_80.378781,MH-002,0,0.09198653,0,TN
MH-002_19.601015_80.37959,MH-002,0,0.2747639,1,FP
MH-002_19.601015_80.379859,MH-002,0,0.17388533,1,FP
MH-002_19.601015_80.380129,MH-002,0,0.1480382,1,FP
MH-002_19.601015_80.380398,MH-002,0,0.07909193,0,TN
MH-002_19.600745_80.376356,MH-002,0,0.036289874,0,TN
MH-002_19.600745_80.376625,MH-002,0,0.042681634,0,TN
MH-002_19.600745_80.376895,MH-002,0,0.06770551,0,TN
MH-002_19.600745_80.377164,MH-002,0,0.07812458,0,TN
MH-002_19.600745_80.377434,MH-002,0,0.07442068,0,TN
MH-002_19.600745_80.377703,MH-002,0,0.08343736,0,TN
MH-002_19.600745_80.377973,MH-002,0,0.10205307,1,FP
MH-002_19.600745_80.378242,MH-002,0,0.14598179,1,FP
MH-002_19.600745_80.378512,MH-002,0,0.1585854,1,FP
MH-002_19.600745_80.378781,MH-002,0,0.15333568,1,FP
MH-002_19.600745_80.379051,MH-002,1,0.19411434,1,TP
MH-002_19.600745_80.37959,MH-002,0,0.3084407,1,FP
MH-002_19.600745_80.379859,MH-002,0,0.21572465,1,FP
MH-002_19.600745_80.380129,MH-002,0,0.12738322,1,FP
MH-002_19.600745_80.380398,MH-002,0,0.077519074,0,TN
MH-002_19.600476_80.376356,MH-002,0,0.06724927,0,TN
MH-002_19.600476_80.376625,MH-002,0,0.06490017,0,TN
MH-002_19.600476_80.376895,MH-002,0,0.035889637,0,TN
MH-002_19.600476_80.377164,MH-002,0,0.043846577,0,TN
MH-002_19.600476_80.377434,MH-002,0,0.02993672,0,TN
MH-002_19.600476_80.377703,MH-002,0,0.032126963,0,TN
MH-002_19.600476_80.377973,MH-002,1,0.031851437,0,FN
MH-002_19.600476_80.378242,MH-002,0,0.049228977,0,TN
MH-002_19.600476_80.378512,MH-002,0,0.0574874,0,TN
MH-002_19.600476_80.378781,MH-002,0,0.10515464,1,FP
MH-002_19.600476_80.379051,MH-002,0,0.27908775,1,FP
MH-002_19.600476_80.37932,MH-002,0,0.40453112,1,FP
MH-002_19.600476_80.37959,MH-002,0,0.49062303,1,FP
MH-002_19.600476_80.379859,MH-002,0,0.2910562,1,FP
MH-002_19.600476_80.380129,MH-002,0,0.2670532,1,FP
MH-002_19.600476_80.380398,MH-002,0,0.12887391,1,FP
MH-002_19.600206_80.376356,MH-002,0,0.27941635,1,FP
MH-002_19.600206_80.376625,MH-002,0,0.13205259,1,FP
MH-002_19.600206_80.376895,MH-002,0,0.08713389,0,TN
MH-002_19.600206_80.377164,MH-002,0,0.056349713,0,TN
MH-002_19.600206_80.377434,MH-002,1,0.042916432,0,FN
MH-002_19.600206_80.377703,MH-002,0,0.030064601,0,TN
MH-002_19.600206_80.377973,MH-002,0,0.023695167,0,TN
MH-002_19.600206_80.378242,MH-002,0,0.035987467,0,TN
MH-002_19.600206_80.378512,MH-002,0,0.05956704,0,TN
MH-002_19.600206_80.378781,MH-002,0,0.07077252,0,TN
MH-002_19.600206_80.379051,MH-002,0,0.24506748,1,FP
MH-002_19.600206_80.37932,MH-002,0,0.5080925,1,FP
MH-002_19.600206_80.37959,MH-002,0,0.511319,1,FP
MH-002_19.600206_80.379859,MH-002,0,0.3076758,1,FP
MH-002_19.600206_80.380129,MH-002,0,0.25415567,1,FP
MH-002_19.599937_80.376356,MH-002,0,0.71149755,1,FP
MH-002_19.599937_80.376625,MH-002,0,0.47494286,1,FP
MH-002_19.599937_80.376895,MH-002,0,0.18716791,1,FP
MH-002_19.599937_80.377164,MH-002,0,0.10228634,1,FP
MH-002_19.599937_80.377434,MH-002,0,0.04156453,0,TN
MH-002_19.599937_80.377703,MH-002,0,0.021465043,0,TN
MH-002_19.599937_80.377973,MH-002,0,0.0068298783,0,TN
MH-002_19.599937_80.378242,MH-002,0,0.009107756,0,TN
MH-002_19.599937_80.378512,MH-002,0,0.012737511,0,TN
MH-002_19.599937_80.378781,MH-002,0,0.04021759,0,TN
MH-002_19.599937_80.379051,MH-002,0,0.16543199,1,FP
MH-002_19.599937_80.37932,MH-002,0,0.39030913,1,FP
MH-002_19.599937_80.37959,MH-002,0,0.37810612,1,FP
MH-002_19.599937_80.379859,MH-002,0,0.3150561,1,FP
MH-002_19.599937_80.380129,MH-002,0,0.31084737,1,FP
MH-002_19.599667_80.376356,MH-002,0,0.7086921,1,FP
MH-002_19.599667_80.376625,MH-002,0,0.53295743,1,FP
MH-002_19.599667_80.376895,MH-002,0,0.33083522,1,FP
MH-002_19.599667_80.377164,MH-002,0,0.11624148,1,FP
MH-002_19.599667_80.377434,MH-002,0,0.06973819,0,TN
MH-002_19.599667_80.377703,MH-002,0,0.036430802,0,TN
MH-002_19.599667_80.377973,MH-002,0,0.011248177,0,TN
MH-002_19.599667_80.378242,MH-002,0,0.010236633,0,TN
MH-002_19.599667_80.378512,MH-002,0,0.023936827,0,TN
MH-002_19.599667_80.378781,MH-002,0,0.04124335,0,TN
MH-002_19.599667_80.379051,MH-002,0,0.16136685,1,FP
MH-002_19.599667_80.37932,MH-002,0,0.35165152,1,FP
MH-002_19.599667_80.37959,MH-002,0,0.31094518,1,FP
MH-002_19.599667_80.379859,MH-002,0,0.34340057,1,FP
MH-002_19.599667_80.380129,MH-002,0,0.332365,1,FP
MH-002_19.599398_80.376895,MH-002,0,0.46923885,1,FP
MH-002_19.599398_80.377164,MH-002,0,0.22665834,1,FP
MH-002_19.599398_80.377434,MH-002,0,0.095384456,0,TN
MH-002_19.599398_80.377703,MH-002,0,0.053356636,0,TN
MH-002_19.599398_80.377973,MH-002,0,0.017883068,0,TN
MH-002_19.599398_80.378242,MH-002,0,0.014612429,0,TN
MH-002_19.599398_80.378512,MH-002,0,0.017217334,0,TN
MH-002_19.599398_80.378781,MH-002,0,0.032531787,0,TN
MH-002_19.599398_80.379051,MH-002,0,0.06876626,0,TN
MH-002_19.599398_80.37932,MH-002,0,0.28839326,1,FP
MH-002_19.599398_80.37959,MH-002,0,0.3138836,1,FP
MH-002_19.599398_80.379859,MH-002,0,0.39587373,1,FP
MH-002_19.599398_80.380129,MH-002,0,0.39243025,1,FP
MH-002_19.599398_80.380398,MH-002,0,0.29413393,1,FP
MH-002_19.599128_80.377164,MH-002,0,0.46826345,1,FP
MH-002_19.599128_80.377434,MH-002,0,0.26607248,1,FP
MH-002_19.599128_80.377703,MH-002,0,0.14233772,1,FP
MH-002_19.599128_80.377973,MH-002,0,0.0697499,0,TN
MH-002_19.599128_80.378242,MH-002,0,0.049803644,0,TN
MH-002_19.599128_80.378512,MH-002,0,0.034877412,0,TN
MH-002_19.599128_80.378781,MH-002,0,0.050844736,0,TN
MH-002_19.599128_80.379051,MH-002,0,0.08662803,0,TN
MH-002_19.599128_80.37932,MH-002,0,0.20234846,1,FP
MH-002_19.599128_80.37959,MH-002,0,0.28797913,1,FP
MH-002_19.599128_80.379859,MH-002,0,0.45683873,1,FP
MH-002_19.599128_80.380129,MH-002,0,0.4341664,1,FP
MH-002_19.599128_80.380398,MH-002,0,0.3500202,1,FP
MH-002_19.598859_80.377164,MH-002,0,0.73543227,1,FP
MH-002_19.598859_80.377434,MH-002,0,0.7191824,1,FP
MH-002_19.598859_80.377703,MH-002,1,0.504133,1,TP
MH-002_19.598859_80.377973,MH-002,0,0.21727446,1,FP
MH-002_19.598859_80.378242,MH-002,0,0.12111023,1,FP
MH-002_19.598859_80.378512,MH-002,0,0.059814982,0,TN
MH-002_19.598859_80.378781,MH-002,0,0.08393282,0,TN
MH-002_19.598859_80.379051,MH-002,0,0.093919694,0,TN
MH-002_19.598859_80.37932,MH-002,0,0.23559059,1,FP
MH-002_19.598859_80.37959,MH-002,0,0.3265376,1,FP
MH-002_19.598859_80.379859,MH-002,0,0.5208469,1,FP
MH-002_19.598859_80.380129,MH-002,0,0.4141681,1,FP
MH-002_19.598859_80.380398,MH-002,0,0.34642276,1,FP
MH-002_19.598589_80.376356,MH-002,0,0.64856696,1,FP
MH-002_19.598589_80.376625,MH-002,0,0.6704116,1,FP
MH-002_19.598589_80.377434,MH-002,0,0.75595534,1,FP
MH-002_19.598589_80.377703,MH-002,1,0.7745498,1,TP
MH-002_19.598589_80.377973,MH-002,1,0.517564,1,TP
MH-002_19.598589_80.378242,MH-002,1,0.30999112,1,TP
MH-002_19.598589_80.378512,MH-002,0,0.1093572,1,FP
MH-002_19.598589_80.378781,MH-002,0,0.15861903,1,FP
MH-002_19.598589_80.379051,MH-002,0,0.14984454,1,FP
MH-002_19.598589_80.37932,MH-002,0,0.34559312,1,FP
MH-002_19.598589_80.37959,MH-002,0,0.4052889,1,FP
MH-002_19.598589_80.379859,MH-002,0,0.47606543,1,FP
MH-002_19.598589_80.380129,MH-002,0,0.4395035,1,FP
MH-002_19.598589_80.380398,MH-002,0,0.26305363,1,FP
MH-002_19.59832_80.376356,MH-002,0,0.51216763,1,FP
MH-002_19.59832_80.376625,MH-002,0,0.6528041,1,FP
MH-002_19.59832_80.376895,MH-002,0,0.7482425,1,FP
MH-002_19.59832_80.377164,MH-002,0,0.7226415,1,FP
MH-002_19.59832_80.377434,MH-002,0,0.79028016,1,FP
MH-002_19.59832_80.377703,MH-002,1,0.7131245,1,TP
MH-002_19.59832_80.377973,MH-002,1,0.64989245,1,TP
MH-002_19.59832_80.378242,MH-002,1,0.47582585,1,TP
MH-002_19.59832_80.378512,MH-002,0,0.25239077,1,FP
MH-002_19.59832_80.378781,MH-002,0,0.27050442,1,FP
MH-002_19.59832_80.379051,MH-002,0,0.29652503,1,FP
MH-002_19.59832_80.37932,MH-002,0,0.5260333,1,FP
MH-002_19.59832_80.37959,MH-002,0,0.46290556,1,FP
MH-002_19.59832_80.379859,MH-002,0,0.4820767,1,FP
MH-002_19.59832_80.380129,MH-002,0,0.37208927,1,FP
MH-002_19.59832_80.380398,MH-002,0,0.43159282,1,FP
MH-002_19.59805_80.376356,MH-002,0,0.464596,1,FP
MH-002_19.59805_80.376625,MH-002,0,0.56308436,1,FP
MH-002_19.59805_80.376895,MH-002,0,0.66482264,1,FP
MH-002_19.59805_80.377164,MH-002,1,0.69154394,1,TP
MH-002_19.59805_80.377434,MH-002,1,0.7537658,1,TP
MH-002_19.59805_80.377703,MH-002,1,0.71154094,1,TP
MH-002_19.59805_80.377973,MH-002,0,0.63256437,1,FP
MH-002_19.59805_80.378242,MH-002,0,0.5982631,1,FP
MH-002_19.59805_80.378512,MH-002,0,0.40238628,1,FP
MH-002_19.59805_80.378781,MH-002,0,0.41668016,1,FP
MH-002_19.59805_80.379051,MH-002,0,0.39142123,1,FP
MH-002_19.59805_80.37932,MH-002,0,0.5965989,1,FP
MH-002_19.59805_80.37959,MH-002,0,0.5317852,1,FP
MH-002_19.59805_80.379859,MH-002,0,0.50741655,1,FP
MH-002_19.59805_80.380129,MH-002,0,0.3834629,1,FP
MH-002_19.59805_80.380398,MH-002,0,0.46050233,1,FP
MH-002_19.597781_80.376356,MH-002,0,0.29634786,1,FP
MH-002_19.597781_80.376625,MH-002,0,0.40580353,1,FP
MH-002_19.597781_80.376895,MH-002,1,0.70188683,1,TP
MH-002_19.597781_80.377164,MH-002,1,0.6753906,1,TP
MH-002_19.597781_80.377434,MH-002,1,0.7374752,1,TP
MH-002_19.597781_80.377703,MH-002,0,0.6518045,1,FP
MH-002_19.597781_80.377973,MH-002,0,0.5906763,1,FP
MH-002_19.597781_80.378242,MH-002,0,0.550373,1,FP
MH-002_19.597781_80.378512,MH-002,1,0.4216183,1,TP
MH-002_19.597781_80.378781,MH-002,1,0.44899246,1,TP
MH-002_19.597781_80.379051,MH-002,1,0.47547406,1,TP
MH-002_19.597781_80.37932,MH-002,0,0.55804956,1,FP
MH-002_19.597781_80.37959,MH-002,0,0.44166905,1,FP
MH-002_19.597781_80.379859,MH-002,0,0.44456223,1,FP
MH-002_19.597781_80.380129,MH-002,0,0.45341238,1,FP
MH-002_19.597781_80.380398,MH-002,0,0.4492546,1,FP
MH-002_19.597511_80.376356,MH-002,0,0.3232541,1,FP
MH-002_19.597511_80.376625,MH-002,0,0.49194202,1,FP
MH-002_19.597511_80.376895,MH-002,0,0.76037174,1,FP
MH-002_19.597511_80.377164,MH-002,1,0.70170367,1,TP
MH-002_19.597511_80.377434,MH-002,0,0.75312126,1,FP
MH-002_19.597511_80.377703,MH-002,0,0.570357,1,FP
MH-002_19.597511_80.377973,MH-002,0,0.45803005,1,FP
MH-002_19.597511_80.378242,MH-002,0,0.43444157,1,FP
MH-002_19.597511_80.378512,MH-002,1,0.3330082,1,TP
MH-002_19.597511_80.378781,MH-002,1,0.28796968,1,TP
MH-002_19.597511_80.379051,MH-002,0,0.33945015,1,FP
MH-002_19.597511_80.37932,MH-002,0,0.33543134,1,FP
MH-002_19.597511_80.37959,MH-002,0,0.28351566,1,FP
MH-002_19.597511_80.379859,MH-002,0,0.23786719,1,FP
MH-002_19.597511_80.380129,MH-002,0,0.284716,1,FP
MH-002_19.597511_80.380398,MH-002,0,0.33809084,1,FP
MH-002_19.597242_80.376356,MH-002,0,0.33536714,1,FP
MH-002_19.597242_80.376625,MH-002,0,0.42061552,1,FP
MH-002_19.597242_80.376895,MH-002,0,0.7539675,1,FP
MH-002_19.597242_80.377164,MH-002,1,0.6585483,1,TP
MH-002_19.597242_80.377434,MH-002,1,0.6949556,1,TP
MH-002_19.597242_80.377703,MH-002,0,0.41426563,1,FP
MH-002_19.597242_80.377973,MH-002,0,0.33520085,1,FP
MH-002_19.597242_80.378242,MH-002,0,0.26793838,1,FP
MH-002_19.597242_80.378512,MH-002,0,0.19385499,1,FP
MH-002_19.597242_80.378781,MH-002,0,0.17681158,1,FP
MH-002_19.597242_80.379051,MH-002,0,0.19931813,1,FP
MH-002_19.597242_80.37932,MH-002,0,0.18675484,1,FP
MH-002_19.597242_80.37959,MH-002,0,0.14763992,1,FP
MH-002_19.597242_80.379859,MH-002,0,0.12970005,1,FP
MH-002_19.597242_80.380129,MH-002,0,0.21400878,1,FP
MH-002_19.597242_80.380398,MH-002,0,0.14897983,1,FP
MH-002_19.596973_80.376356,MH-002,0,0.17757683,1,FP
MH-002_19.596973_80.376625,MH-002,0,0.3946326,1,FP
MH-002_19.596973_80.376895,MH-002,0,0.60715526,1,FP
MH-002_19.596973_80.377164,MH-002,1,0.48428312,1,TP
MH-002_19.596973_80.377434,MH-002,1,0.55009884,1,TP
MH-002_19.596973_80.377703,MH-002,0,0.3012502,1,FP
MH-002_19.596973_80.377973,MH-002,0,0.2636598,1,FP
MH-002_19.596973_80.378242,MH-002,0,0.15813656,1,FP
MH-002_19.596973_80.378512,MH-002,0,0.15100574,1,FP
MH-002_19.596973_80.378781,MH-002,0,0.13405335,1,FP
MH-002_19.596973_80.379051,MH-002,0,0.15592737,1,FP
MH-002_19.596973_80.37932,MH-002,0,0.11610938,1,FP
MH-002_19.596973_80.37959,MH-002,0,0.08562612,0,TN
MH-002_19.596973_80.379859,MH-002,0,0.06360368,0,TN
MH-002_19.596973_80.380129,MH-002,0,0.08104882,0,TN
MH-002_19.596973_80.380398,MH-002,0,0.088056445,0,TN
MH-002_19.596703_80.376356,MH-002,0,0.14615446,1,FP
MH-002_19.596703_80.376625,MH-002,0,0.34593678,1,FP
MH-002_19.596703_80.376895,MH-002,0,0.4724332,1,FP
MH-002_19.596703_80.377164,MH-002,0,0.47626284,1,FP
MH-002_19.596703_80.377434,MH-002,1,0.5323887,1,TP
MH-002_19.596703_80.377703,MH-002,0,0.3367309,1,FP
MH-002_19.596703_80.377973,MH-002,0,0.29293007,1,FP
MH-002_19.596703_80.378242,MH-002,0,0.19629017,1,FP
MH-002_19.596703_80.378512,MH-002,0,0.15009125,1,FP
MH-002_19.596703_80.378781,MH-002,0,0.11890688,1,FP
MH-002_19.596703_80.379051,MH-002,0,0.1252933,1,FP
MH-002_19.596703_80.37932,MH-002,0,0.11112588,1,FP
MH-002_19.596703_80.37959,MH-002,0,0.07635135,0,TN
MH-002_19.596703_80.379859,MH-002,0,0.046175405,0,TN
MH-002_19.596703_80.380129,MH-002,0,0.053407487,0,TN
MH-002_19.596703_80.380398,MH-002,0,0.047057673,0,TN
MH-002_19.596434_80.376356,MH-002,1,0.12656389,1,TP
MH-002_19.596434_80.376625,MH-002,1,0.25542676,1,TP
MH-002_19.596434_80.376895,MH-002,1,0.5117749,1,TP
MH-002_19.596434_80.377164,MH-002,0,0.4796923,1,FP
MH-002_19.596434_80.377434,MH-002,0,0.5204921,1,FP
MH-002_19.596434_80.377703,MH-002,0,0.48406956,1,FP
MH-002_19.596434_80.377973,MH-002,0,0.42599043,1,FP
MH-002_19.596434_80.378242,MH-002,0,0.3252386,1,FP
MH-002_19.596434_80.378512,MH-002,0,0.23693907,1,FP
MH-002_19.596434_80.378781,MH-002,0,0.17174621,1,FP
MH-002_19.596434_80.379051,MH-002,0,0.15332888,1,FP
MH-002_19.596434_80.37932,MH-002,0,0.102759436,1,FP
MH-002_19.596434_80.37959,MH-002,0,0.08580964,0,TN
MH-002_19.596434_80.379859,MH-002,0,0.04827769,0,TN
MH-002_19.596434_80.380129,MH-002,0,0.04338623,0,TN
MH-002_19.596434_80.380398,MH-002,0,0.050283786,0,TN
MH-002_19.596164_80.376356,MH-002,1,0.10031503,1,TP
MH-002_19.596164_80.376625,MH-002,1,0.30330405,1,TP
MH-002_19.596164_80.376895,MH-002,0,0.5503169,1,FP
MH-002_19.596164_80.377164,MH-002,0,0.47736135,1,FP
MH-002_19.596164_80.377434,MH-002,1,0.57277155,1,TP
MH-002_19.596164_80.377703,MH-002,1,0.51076806,1,TP
MH-002_19.596164_80.377973,MH-002,0,0.4655706,1,FP
MH-002_19.596164_80.378242,MH-002,0,0.40291083,1,FP
MH-002_19.596164_80.378512,MH-002,0,0.37399808,1,FP
MH-002_19.596164_80.378781,MH-002,0,0.27946398,1,FP
MH-002_19.596164_80.379051,MH-002,0,0.17506456,1,FP
MH-002_19.596164_80.37932,MH-002,0,0.13148259,1,FP
MH-002_19.596164_80.37959,MH-002,0,0.10011709,1,FP
MH-002_19.596164_80.379859,MH-002,0,0.07325452,0,TN
MH-002_19.596164_80.380129,MH-002,0,0.063418016,0,TN
MH-002_19.596164_80.380398,MH-002,0,0.068931915,0,TN
MH-003_18.914882_73.502896,MH-003,0,0.022536438,0,TN
MH-003_18.914882_73.503166,MH-003,0,0.027651688,0,TN
MH-003_18.914612_73.498046,MH-003,0,0.011621344,0,TN
MH-003_18.914612_73.500471,MH-003,0,0.0056296405,0,TN
MH-003_18.914612_73.50074,MH-003,0,0.008880966,0,TN
MH-003_18.914612_73.50101,MH-003,0,0.0136328405,0,TN
MH-003_18.914612_73.501279,MH-003,0,0.00989419,0,TN
MH-003_18.914612_73.502896,MH-003,0,0.016371366,0,TN
MH-003_18.914612_73.503166,MH-003,0,0.014904313,0,TN
MH-003_18.914343_73.497237,MH-003,0,0.0032581154,0,TN
MH-003_18.914343_73.497507,MH-003,0,0.0066886013,0,TN
MH-003_18.914343_73.498315,MH-003,0,0.017016716,0,TN
MH-003_18.914343_73.498584,MH-003,0,0.009755704,0,TN
MH-003_18.914343_73.498854,MH-003,0,0.0074602263,0,TN
MH-003_18.914343_73.499662,MH-003,0,0.0007797446,0,TN
MH-003_18.914343_73.500201,MH-003,0,0.002369191,0,TN
MH-003_18.914343_73.500471,MH-003,0,0.0029157207,0,TN
MH-003_18.914343_73.50074,MH-003,0,0.0026362299,0,TN
MH-003_18.914343_73.501549,MH-003,0,0.011972346,0,TN
MH-003_18.914343_73.501818,MH-003,0,0.008561248,0,TN
MH-003_18.914343_73.502088,MH-003,0,0.013077349,0,TN
MH-003_18.914343_73.502357,MH-003,0,0.009747199,0,TN
MH-003_18.914343_73.502627,MH-003,0,0.019507037,0,TN
MH-003_18.914343_73.502896,MH-003,0,0.01024555,0,TN
MH-003_18.914343_73.503166,MH-003,0,0.011323333,0,TN
MH-003_18.914073_73.499662,MH-003,0,0.0007201229,0,TN
MH-003_18.914073_73.500201,MH-003,0,0.002022473,0,TN
MH-003_18.914073_73.500471,MH-003,0,0.0025077,0,TN
MH-003_18.914073_73.50074,MH-003,0,0.004642269,0,TN
MH-003_18.914073_73.50101,MH-003,0,0.004709977,0,TN
MH-003_18.914073_73.501279,MH-003,0,0.0039262776,0,TN
MH-003_18.914073_73.501549,MH-003,0,0.011681415,0,TN
MH-003_18.914073_73.501818,MH-003,0,0.007686182,0,TN
MH-003_18.914073_73.502088,MH-003,0,0.014344775,0,TN
MH-003_18.914073_73.502357,MH-003,0,0.011045532,0,TN
MH-003_18.914073_73.502627,MH-003,0,0.019750759,0,TN
MH-003_18.914073_73.502896,MH-003,0,0.008368886,0,TN
MH-003_18.913804_73.500471,MH-003,0,0.002506531,0,TN
MH-003_18.913804_73.50074,MH-003,0,0.004076035,0,TN
MH-003_18.913804_73.50101,MH-003,0,0.0042851144,0,TN
MH-003_18.913804_73.501279,MH-003,0,0.0050278413,0,TN
MH-003_18.913804_73.501549,MH-003,0,0.014599231,0,TN
MH-003_18.913804_73.501818,MH-003,0,0.014097565,0,TN
MH-003_18.913804_73.502088,MH-003,0,0.026135743,0,TN
MH-003_18.913804_73.502357,MH-003,0,0.013594754,0,TN
MH-003_18.913804_73.502627,MH-003,0,0.028876768,0,TN
MH-003_18.913804_73.502896,MH-003,0,0.009584466,0,TN
MH-003_18.913534_73.497237,MH-003,0,0.027403532,0,TN
MH-003_18.913534_73.500471,MH-003,0,0.0049330485,0,TN
MH-003_18.913534_73.50074,MH-003,0,0.003960353,0,TN
MH-003_18.913534_73.50101,MH-003,0,0.003823381,0,TN
MH-003_18.913534_73.501279,MH-003,0,0.0044188127,0,TN
MH-003_18.913534_73.501549,MH-003,0,0.010666073,0,TN
MH-003_18.913534_73.501818,MH-003,0,0.009992138,0,TN
MH-003_18.913534_73.502088,MH-003,0,0.022429911,0,TN
MH-003_18.913534_73.502357,MH-003,0,0.01576768,0,TN
MH-003_18.913534_73.502627,MH-003,0,0.020977296,0,TN
MH-003_18.913534_73.502896,MH-003,0,0.017449751,0,TN
MH-003_18.913534_73.503166,MH-003,0,0.017222725,0,TN
MH-003_18.913265_73.497237,MH-003,0,0.0658639,0,TN
MH-003_18.913265_73.500471,MH-003,0,0.016635163,0,TN
MH-003_18.913265_73.50074,MH-003,0,0.012365539,0,TN
MH-003_18.913265_73.50101,MH-003,0,0.007508737,0,TN
MH-003_18.913265_73.501279,MH-003,0,0.004134785,0,TN
MH-003_18.913265_73.501549,MH-003,0,0.0088379895,0,TN
MH-003_18.912995_73.50074,MH-003,0,0.019491443,0,TN
MH-003_18.912995_73.50101,MH-003,0,0.007638128,0,TN
MH-003_18.912995_73.501279,MH-003,0,0.0035898755,0,TN
MH-003_18.912995_73.502627,MH-003,0,0.00831791,0,TN
MH-003_18.912726_73.50074,MH-003,0,0.10818815,1,FP
MH-003_18.912726_73.502357,MH-003,0,0.0034151394,0,TN
MH-003_18.912726_73.502627,MH-003,0,0.0034994886,0,TN
MH-003_18.912726_73.502896,MH-003,0,0.00162358,0,TN
MH-003_18.912726_73.503166,MH-003,0,0.0009682655,0,TN
MH-003_18.912456_73.502627,MH-003,0,0.0015391104,0,TN
MH-003_18.912456_73.502896,MH-003,0,0.0014026285,0,TN
MH-003_18.912456_73.503166,MH-003,0,0.0008480577,0,TN
MH-003_18.912187_73.502896,MH-003,0,0.0022090056,0,TN
MH-003_18.911648_73.502896,MH-003,0,0.009131944,0,TN
MH-003_18.911648_73.503166,MH-003,0,0.007134566,0,TN
MH-003_18.911378_73.503166,MH-003,0,0.0064832456,0,TN
MH-003_18.911109_73.502896,MH-003,0,0.006551751,0,TN
MH-003_18.911109_73.503166,MH-003,0,0.008287714,0,TN
MH-003_18.910839_73.502627,MH-003,0,0.0044512292,0,TN
MH-003_18.910839_73.502896,MH-003,0,0.0065671755,0,TN
