patch_index,sample_id,project_id,project_name,year,center_row,center_col,center_latitude,center_longitude,spatial_block,original_feature6_split,cnn_spatial_split,candidate_category,target
46533,MH-002_2023_R043_C049,MH-002,Gadchiroli,2023,43,49,19.613681,80.346172,MH-002_C4,train,cnn_train,0,0
46534,MH-002_2023_R043_C050,MH-002,Gadchiroli,2023,43,50,19.613681,80.346442,MH-002_C4,train,cnn_train,0,0
46535,MH-002_2023_R043_C051,MH-002,Gadchiroli,2023,43,51,19.613681,80.346711,MH-002_C4,train,cnn_train,0,0
46536,MH-002_2023_R043_C052,MH-002,Gadchiroli,2023,43,52,19.613681,80.346981,MH-002_C4,train,cnn_train,0,0
46537,MH-002_2023_R043_C053,MH-002,Gadchiroli,2023,43,53,19.613681,80.34725,MH-002_C4,train,cnn_train,1,0
46538,MH-002_2023_R043_C054,MH-002,Gadchiroli,2023,43,54,19.613681,80.34752,MH-002_C4,train,cnn_train,0,0
46539,MH-002_2023_R043_C055,MH-002,Gadchiroli,2023,43,55,19.613681,80.347789,MH-002_C4,train,cnn_train,1,0
46540,MH-002_2023_R043_C056,MH-002,Gadchiroli,2023,43,56,19.613681,80.348059,MH-002_C4,train,cnn_train,0,0
46541,MH-002_2023_R043_C058,MH-002,Gadchiroli,2023,43,58,19.613681,80.348598,MH-002_C5,train,cnn_train,0,0
46542,MH-002_2023_R043_C059,MH-002,Gadchiroli,2023,43,59,19.613681,80.348867,MH-002_C5,train,cnn_train,0,0
46543,MH-002_2023_R043_C060,MH-002,Gadchiroli,2023,43,60,19.613681,80.349137,MH-002_C5,train,cnn_train,0,0
46544,MH-002_2023_R043_C061,MH-002,Gadchiroli,2023,43,61,19.613681,80.349406,MH-002_C5,train,cnn_train,1,0
46545,MH-002_2023_R043_C062,MH-002,Gadchiroli,2023,43,62,19.613681,80.349676,MH-002_C5,train,cnn_train,1,0
46546,MH-002_2023_R043_C063,MH-002,Gadchiroli,2023,43,63,19.613681,80.349945,MH-002_C5,train,cnn_train,0,0
46547,MH-002_2023_R043_C064,MH-002,Gadchiroli,2023,43,64,19.613681,80.350215,MH-002_C5,train,cnn_train,0,0
46548,MH-002_2023_R044_C007,MH-002,Gadchiroli,2023,44,7,19.613412,80.334854,MH-002_C0,train,cnn_train,0,0
46549,MH-002_2023_R044_C008,MH-002,Gadchiroli,2023,44,8,19.613412,80.335123,MH-002_C0,train,cnn_train,1,0
46550,MH-002_2023_R044_C009,MH-002,Gadchiroli,2023,44,9,19.613412,80.335393,MH-002_C0,train,cnn_train,0,0
46551,MH-002_2023_R044_C010,MH-002,Gadchiroli,2023,44,10,19.613412,80.335662,MH-002_C0,train,cnn_train,0,0
46552,MH-002_2023_R044_C011,MH-002,Gadchiroli,2023,44,11,19.613412,80.335932,MH-002_C0,train,cnn_train,0,0
46553,MH-002_2023_R044_C013,MH-002,Gadchiroli,2023,44,13,19.613412,80.336471,MH-002_C1,train,cnn_train,0,0
46554,MH-002_2023_R044_C014,MH-002,Gadchiroli,2023,44,14,19.613412,80.33674,MH-002_C1,train,cnn_train,0,0
46555,MH-002_2023_R044_C015,MH-002,Gadchiroli,2023,44,15,19.613412,80.33701,MH-002_C1,train,cnn_train,1,0
46556,MH-002_2023_R044_C016,MH-002,Gadchiroli,2023,44,16,19.613412,80.337279,MH-002_C1,train,cnn_train,1,0
46557,MH-002_2023_R044_C017,MH-002,Gadchiroli,2023,44,17,19.613412,80.337549,MH-002_C1,train,cnn_train,1,0
46558,MH-002_2023_R044_C018,MH-002,Gadchiroli,2023,44,18,19.613412,80.337818,MH-002_C1,train,cnn_train,1,0
46559,MH-002_2023_R044_C019,MH-002,Gadchiroli,2023,44,19,19.613412,80.338088,MH-002_C1,train,cnn_train,1,0
46560,MH-002_2023_R044_C020,MH-002,Gadchiroli,2023,44,20,19.613412,80.338357,MH-002_C1,train,cnn_train,1,0
46561,MH-002_2023_R044_C045,MH-002,Gadchiroli,2023,44,45,19.613412,80.345094,MH-002_C3,train,cnn_train,0,0
46562,MH-002_2023_R044_C046,MH-002,Gadchiroli,2023,44,46,19.613412,80.345364,MH-002_C3,train,cnn_train,1,0
46563,MH-002_2023_R044_C047,MH-002,Gadchiroli,2023,44,47,19.613412,80.345633,MH-002_C4,train,cnn_train,1,0
46564,MH-002_2023_R044_C048,MH-002,Gadchiroli,2023,44,48,19.613412,80.345903,MH-002_C4,train,cnn_train,0,0
46565,MH-002_2023_R044_C049,MH-002,Gadchiroli,2023,44,49,19.613412,80.346172,MH-002_C4,train,cnn_train,0,0
46566,MH-002_2023_R044_C050,MH-002,Gadchiroli,2023,44,50,19.613412,80.346442,MH-002_C4,train,cnn_train,0,0
46567,MH-002_2023_R044_C051,MH-002,Gadchiroli,2023,44,51,19.613412,80.346711,MH-002_C4,train,cnn_train,0,0
46568,MH-002_2023_R044_C052,MH-002,Gadchiroli,2023,44,52,19.613412,80.346981,MH-002_C4,train,cnn_train,1,0
46569,MH-002_2023_R044_C053,MH-002,Gadchiroli,2023,44,53,19.613412,80.34725,MH-002_C4,train,cnn_train,2,1
46570,MH-002_2023_R044_C054,MH-002,Gadchiroli,2023,44,54,19.613412,80.34752,MH-002_C4,train,cnn_train,1,0
46571,MH-002_2023_R044_C055,MH-002,Gadchiroli,2023,44,55,19.613412,80.347789,MH-002_C4,train,cnn_train,0,0
46572,MH-002_2023_R044_C057,MH-002,Gadchiroli,2023,44,57,19.613412,80.348328,MH-002_C4,train,cnn_train,0,0
46573,MH-002_2023_R044_C060,MH-002,Gadchiroli,2023,44,60,19.613412,80.349137,MH-002_C5,train,cnn_train,2,1
46574,MH-002_2023_R044_C061,MH-002,Gadchiroli,2023,44,61,19.613412,80.349406,MH-002_C5,train,cnn_train,0,0
46575,MH-002_2023_R044_C062,MH-002,Gadchiroli,2023,44,62,19.613412,80.349676,MH-002_C5,train,cnn_train,1,0
46576,MH-002_2023_R044_C063,MH-002,Gadchiroli,2023,44,63,19.613412,80.349945,MH-002_C5,train,cnn_train,0,0
46577,MH-002_2023_R044_C064,MH-002,Gadchiroli,2023,44,64,19.613412,80.350215,MH-002_C5,train,cnn_train,0,0
46578,MH-002_2023_R044_C065,MH-002,Gadchiroli,2023,44,65,19.613412,80.350484,MH-002_C5,train,cnn_train,0,0
46579,MH-002_2023_R044_C066,MH-002,Gadchiroli,2023,44,66,19.613412,80.350754,MH-002_C5,train,cnn_train,0,0
46580,MH-002_2023_R045_C007,MH-002,Gadchiroli,2023,45,7,19.613142,80.334854,MH-002_C0,train,cnn_train,0,0
46581,MH-002_2023_R045_C008,MH-002,Gadchiroli,2023,45,8,19.613142,80.335123,MH-002_C0,train,cnn_train,1,0
46582,MH-002_2023_R045_C009,MH-002,Gadchiroli,2023,45,9,19.613142,80.335393,MH-002_C0,train,cnn_train,0,0
46583,MH-002_2023_R045_C010,MH-002,Gadchiroli,2023,45,10,19.613142,80.335662,MH-002_C0,train,cnn_train,0,0
46584,MH-002_2023_R045_C011,MH-002,Gadchiroli,2023,45,11,19.613142,80.335932,MH-002_C0,train,cnn_train,0,0
46585,MH-002_2023_R045_C013,MH-002,Gadchiroli,2023,45,13,19.613142,80.336471,MH-002_C1,train,cnn_train,1,0
46586,MH-002_2023_R045_C014,MH-002,Gadchiroli,2023,45,14,19.613142,80.33674,MH-002_C1,train,cnn_train,1,0
46587,MH-002_2023_R045_C015,MH-002,Gadchiroli,2023,45,15,19.613142,80.33701,MH-002_C1,train,cnn_train,1,0
46588,MH-002_2023_R045_C016,MH-002,Gadchiroli,2023,45,16,19.613142,80.337279,MH-002_C1,train,cnn_train,1,0
46589,MH-002_2023_R045_C017,MH-002,Gadchiroli,2023,45,17,19.613142,80.337549,MH-002_C1,train,cnn_train,1,0
46590,MH-002_2023_R045_C018,MH-002,Gadchiroli,2023,45,18,19.613142,80.337818,MH-002_C1,train,cnn_train,1,0
46591,MH-002_2023_R045_C019,MH-002,Gadchiroli,2023,45,19,19.613142,80.338088,MH-002_C1,train,cnn_train,1,0
46592,MH-002_2023_R045_C020,MH-002,Gadchiroli,2023,45,20,19.613142,80.338357,MH-002_C1,train,cnn_train,1,0
46593,MH-002_2023_R045_C021,MH-002,Gadchiroli,2023,45,21,19.613142,80.338627,MH-002_C1,train,cnn_train,0,0
46594,MH-002_2023_R045_C022,MH-002,Gadchiroli,2023,45,22,19.613142,80.338896,MH-002_C1,train,cnn_train,0,0
46595,MH-002_2023_R045_C045,MH-002,Gadchiroli,2023,45,45,19.613142,80.345094,MH-002_C3,train,cnn_train,0,0
46596,MH-002_2023_R045_C046,MH-002,Gadchiroli,2023,45,46,19.613142,80.345364,MH-002_C3,train,cnn_train,0,0
46597,MH-002_2023_R045_C047,MH-002,Gadchiroli,2023,45,47,19.613142,80.345633,MH-002_C4,train,cnn_train,1,0
46598,MH-002_2023_R045_C048,MH-002,Gadchiroli,2023,45,48,19.613142,80.345903,MH-002_C4,train,cnn_train,1,0
46599,MH-002_2023_R045_C049,MH-002,Gadchiroli,2023,45,49,19.613142,80.346172,MH-002_C4,train,cnn_train,0,0
46600,MH-002_2023_R045_C050,MH-002,Gadchiroli,2023,45,50,19.613142,80.346442,MH-002_C4,train,cnn_train,0,0
46601,MH-002_2023_R045_C051,MH-002,Gadchiroli,2023,45,51,19.613142,80.346711,MH-002_C4,train,cnn_train,0,0
46602,MH-002_2023_R045_C052,MH-002,Gadchiroli,2023,45,52,19.613142,80.346981,MH-002_C4,train,cnn_train,0,0
46603,MH-002_2023_R045_C053,MH-002,Gadchiroli,2023,45,53,19.613142,80.34725,MH-002_C4,train,cnn_train,1,0
46604,MH-002_2023_R045_C054,MH-002,Gadchiroli,2023,45,54,19.613142,80.34752,MH-002_C4,train,cnn_train,2,1
46605,MH-002_2023_R045_C055,MH-002,Gadchiroli,2023,45,55,19.613142,80.347789,MH-002_C4,train,cnn_train,1,0
46606,MH-002_2023_R045_C058,MH-002,Gadchiroli,2023,45,58,19.613142,80.348598,MH-002_C5,train,cnn_train,1,0
46607,MH-002_2023_R045_C059,MH-002,Gadchiroli,2023,45,59,19.613142,80.348867,MH-002_C5,train,cnn_train,1,0
46608,MH-002_2023_R045_C061,MH-002,Gadchiroli,2023,45,61,19.613142,80.349406,MH-002_C5,train,cnn_train,0,0
46609,MH-002_2023_R045_C062,MH-002,Gadchiroli,2023,45,62,19.613142,80.349676,MH-002_C5,train,cnn_train,0,0
46610,MH-002_2023_R045_C063,MH-002,Gadchiroli,2023,45,63,19.613142,80.349945,MH-002_C5,train,cnn_train,0,0
46611,MH-002_2023_R045_C064,MH-002,Gadchiroli,2023,45,64,19.613142,80.350215,MH-002_C5,train,cnn_train,0,0
46612,MH-002_2023_R045_C066,MH-002,Gadchiroli,2023,45,66,19.613142,80.350754,MH-002_C5,train,cnn_train,0,0
46613,MH-002_2023_R046_C007,MH-002,Gadchiroli,2023,46,7,19.612873,80.334854,MH-002_C0,train,cnn_train,0,0
46614,MH-002_2023_R046_C008,MH-002,Gadchiroli,2023,46,8,19.612873,80.335123,MH-002_C0,train,cnn_train,0,0
46615,MH-002_2023_R046_C009,MH-002,Gadchiroli,2023,46,9,19.612873,80.335393,MH-002_C0,train,cnn_train,0,0
46616,MH-002_2023_R046_C010,MH-002,Gadchiroli,2023,46,10,19.612873,80.335662,MH-002_C0,train,cnn_train,0,0
46617,MH-002_2023_R046_C011,MH-002,Gadchiroli,2023,46,11,19.612873,80.335932,MH-002_C0,train,cnn_train,1,0
46618,MH-002_2023_R046_C012,MH-002,Gadchiroli,2023,46,12,19.612873,80.336201,MH-002_C0,train,cnn_train,0,0
46619,MH-002_2023_R046_C015,MH-002,Gadchiroli,2023,46,15,19.612873,80.33701,MH-002_C1,train,cnn_train,0,0
46620,MH-002_2023_R046_C016,MH-002,Gadchiroli,2023,46,16,19.612873,80.337279,MH-002_C1,train,cnn_train,1,0
46621,MH-002_2023_R046_C017,MH-002,Gadchiroli,2023,46,17,19.612873,80.337549,MH-002_C1,train,cnn_train,1,0
46622,MH-002_2023_R046_C018,MH-002,Gadchiroli,2023,46,18,19.612873,80.337818,MH-002_C1,train,cnn_train,1,0
46623,MH-002_2023_R046_C019,MH-002,Gadchiroli,2023,46,19,19.612873,80.338088,MH-002_C1,train,cnn_train,1,0
46624,MH-002_2023_R046_C020,MH-002,Gadchiroli,2023,46,20,19.612873,80.338357,MH-002_C1,train,cnn_train,1,0
46625,MH-002_2023_R046_C044,MH-002,Gadchiroli,2023,46,44,19.612873,80.344825,MH-002_C3,train,cnn_train,1,0
46626,MH-002_2023_R046_C045,MH-002,Gadchiroli,2023,46,45,19.612873,80.345094,MH-002_C3,train,cnn_train,1,0
46627,MH-002_2023_R046_C046,MH-002,Gadchiroli,2023,46,46,19.612873,80.345364,MH-002_C3,train,cnn_train,1,0
46628,MH-002_2023_R046_C047,MH-002,Gadchiroli,2023,46,47,19.612873,80.345633,MH-002_C4,train,cnn_train,1,0
46629,MH-002_2023_R046_C048,MH-002,Gadchiroli,2023,46,48,19.612873,80.345903,MH-002_C4,train,cnn_train,0,0
46630,MH-002_2023_R046_C049,MH-002,Gadchiroli,2023,46,49,19.612873,80.346172,MH-002_C4,train,cnn_train,0,0
46631,MH-002_2023_R046_C050,MH-002,Gadchiroli,2023,46,50,19.612873,80.346442,MH-002_C4,train,cnn_train,0,0
46632,MH-002_2023_R046_C051,MH-002,Gadchiroli,2023,46,51,19.612873,80.346711,MH-002_C4,train,cnn_train,0,0
46633,MH-002_2023_R046_C052,MH-002,Gadchiroli,2023,46,52,19.612873,80.346981,MH-002_C4,train,cnn_train,0,0
46634,MH-002_2023_R046_C053,MH-002,Gadchiroli,2023,46,53,19.612873,80.34725,MH-002_C4,train,cnn_train,0,0
46635,MH-002_2023_R046_C054,MH-002,Gadchiroli,2023,46,54,19.612873,80.34752,MH-002_C4,train,cnn_train,0,0
46636,MH-002_2023_R046_C055,MH-002,Gadchiroli,2023,46,55,19.612873,80.347789,MH-002_C4,train,cnn_train,0,0
46637,MH-002_2023_R046_C056,MH-002,Gadchiroli,2023,46,56,19.612873,80.348059,MH-002_C4,train,cnn_train,0,0
46638,MH-002_2023_R046_C057,MH-002,Gadchiroli,2023,46,57,19.612873,80.348328,MH-002_C4,train,cnn_train,0,0
46639,MH-002_2023_R046_C058,MH-002,Gadchiroli,2023,46,58,19.612873,80.348598,MH-002_C5,train,cnn_train,0,0
46640,MH-002_2023_R046_C059,MH-002,Gadchiroli,2023,46,59,19.612873,80.348867,MH-002_C5,train,cnn_train,2,1
46641,MH-002_2023_R046_C060,MH-002,Gadchiroli,2023,46,60,19.612873,80.349137,MH-002_C5,train,cnn_train,2,1
46642,MH-002_2023_R046_C061,MH-002,Gadchiroli,2023,46,61,19.612873,80.349406,MH-002_C5,train,cnn_train,1,0
46643,MH-002_2023_R046_C062,MH-002,Gadchiroli,2023,46,62,19.612873,80.349676,MH-002_C5,train,cnn_train,1,0
46644,MH-002_2023_R046_C063,MH-002,Gadchiroli,2023,46,63,19.612873,80.349945,MH-002_C5,train,cnn_train,0,0
46645,MH-002_2023_R046_C064,MH-002,Gadchiroli,2023,46,64,19.612873,80.350215,MH-002_C5,train,cnn_train,1,0
46646,MH-002_2023_R046_C066,MH-002,Gadchiroli,2023,46,66,19.612873,80.350754,MH-002_C5,train,cnn_train,0,0
46647,MH-002_2023_R046_C067,MH-002,Gadchiroli,2023,46,67,19.612873,80.351023,MH-002_C5,train,cnn_train,0,0
46648,MH-002_2023_R047_C007,MH-002,Gadchiroli,2023,47,7,19.612603,80.334854,MH-002_C0,train,cnn_train,0,0
46649,MH-002_2023_R047_C008,MH-002,Gadchiroli,2023,47,8,19.612603,80.335123,MH-002_C0,train,cnn_train,0,0
46650,MH-002_2023_R047_C009,MH-002,Gadchiroli,2023,47,9,19.612603,80.335393,MH-002_C0,train,cnn_train,0,0
46651,MH-002_2023_R047_C010,MH-002,Gadchiroli,2023,47,10,19.612603,80.335662,MH-002_C0,train,cnn_train,0,0
46652,MH-002_2023_R047_C011,MH-002,Gadchiroli,2023,47,11,19.612603,80.335932,MH-002_C0,train,cnn_train,0,0
46653,MH-002_2023_R047_C012,MH-002,Gadchiroli,2023,47,12,19.612603,80.336201,MH-002_C0,train,cnn_train,0,0
46654,MH-002_2023_R047_C013,MH-002,Gadchiroli,2023,47,13,19.612603,80.336471,MH-002_C1,train,cnn_train,0,0
46655,MH-002_2023_R047_C016,MH-002,Gadchiroli,2023,47,16,19.612603,80.337279,MH-002_C1,train,cnn_train,1,0
46656,MH-002_2023_R047_C017,MH-002,Gadchiroli,2023,47,17,19.612603,80.337549,MH-002_C1,train,cnn_train,1,0
46657,MH-002_2023_R047_C018,MH-002,Gadchiroli,2023,47,18,19.612603,80.337818,MH-002_C1,train,cnn_train,1,0
46658,MH-002_2023_R047_C019,MH-002,Gadchiroli,2023,47,19,19.612603,80.338088,MH-002_C1,train,cnn_train,1,0
46659,MH-002_2023_R047_C020,MH-002,Gadchiroli,2023,47,20,19.612603,80.338357,MH-002_C1,train,cnn_train,1,0
46660,MH-002_2023_R047_C021,MH-002,Gadchiroli,2023,47,21,19.612603,80.338627,MH-002_C1,train,cnn_train,2,1
46661,MH-002_2023_R047_C022,MH-002,Gadchiroli,2023,47,22,19.612603,80.338896,MH-002_C1,train,cnn_train,1,0
46662,MH-002_2023_R047_C023,MH-002,Gadchiroli,2023,47,23,19.612603,80.339166,MH-002_C1,train,cnn_train,1,0
46663,MH-002_2023_R047_C043,MH-002,Gadchiroli,2023,47,43,19.612603,80.344555,MH-002_C3,train,cnn_train,0,0
46664,MH-002_2023_R047_C044,MH-002,Gadchiroli,2023,47,44,19.612603,80.344825,MH-002_C3,train,cnn_train,0,0
46665,MH-002_2023_R047_C045,MH-002,Gadchiroli,2023,47,45,19.612603,80.345094,MH-002_C3,train,cnn_train,1,0
46666,MH-002_2023_R047_C046,MH-002,Gadchiroli,2023,47,46,19.612603,80.345364,MH-002_C3,train,cnn_train,0,0
46667,MH-002_2023_R047_C047,MH-002,Gadchiroli,2023,47,47,19.612603,80.345633,MH-002_C4,train,cnn_train,0,0
46668,MH-002_2023_R047_C048,MH-002,Gadchiroli,2023,47,48,19.612603,80.345903,MH-002_C4,train,cnn_train,0,0
46669,MH-002_2023_R047_C049,MH-002,Gadchiroli,2023,47,49,19.612603,80.346172,MH-002_C4,train,cnn_train,0,0
46670,MH-002_2023_R047_C050,MH-002,Gadchiroli,2023,47,50,19.612603,80.346442,MH-002_C4,train,cnn_train,1,0
46671,MH-002_2023_R047_C051,MH-002,Gadchiroli,2023,47,51,19.612603,80.346711,MH-002_C4,train,cnn_train,0,0
46672,MH-002_2023_R047_C052,MH-002,Gadchiroli,2023,47,52,19.612603,80.346981,MH-002_C4,train,cnn_train,0,0
46673,MH-002_2023_R047_C053,MH-002,Gadchiroli,2023,47,53,19.612603,80.34725,MH-002_C4,train,cnn_train,0,0
46674,MH-002_2023_R047_C054,MH-002,Gadchiroli,2023,47,54,19.612603,80.34752,MH-002_C4,train,cnn_train,1,0
46675,MH-002_2023_R047_C055,MH-002,Gadchiroli,2023,47,55,19.612603,80.347789,MH-002_C4,train,cnn_train,1,0
46676,MH-002_2023_R047_C056,MH-002,Gadchiroli,2023,47,56,19.612603,80.348059,MH-002_C4,train,cnn_train,0,0
46677,MH-002_2023_R047_C057,MH-002,Gadchiroli,2023,47,57,19.612603,80.348328,MH-002_C4,train,cnn_train,0,0
46678,MH-002_2023_R047_C058,MH-002,Gadchiroli,2023,47,58,19.612603,80.348598,MH-002_C5,train,cnn_train,1,0
46679,MH-002_2023_R047_C059,MH-002,Gadchiroli,2023,47,59,19.612603,80.348867,MH-002_C5,train,cnn_train,1,0
46680,MH-002_2023_R047_C060,MH-002,Gadchiroli,2023,47,60,19.612603,80.349137,MH-002_C5,train,cnn_train,1,0
46681,MH-002_2023_R047_C062,MH-002,Gadchiroli,2023,47,62,19.612603,80.349676,MH-002_C5,train,cnn_train,1,0
46682,MH-002_2023_R047_C063,MH-002,Gadchiroli,2023,47,63,19.612603,80.349945,MH-002_C5,train,cnn_train,0,0
46683,MH-002_2023_R047_C064,MH-002,Gadchiroli,2023,47,64,19.612603,80.350215,MH-002_C5,train,cnn_train,1,0
46684,MH-002_2023_R047_C065,MH-002,Gadchiroli,2023,47,65,19.612603,80.350484,MH-002_C5,train,cnn_train,0,0
46685,MH-002_2023_R047_C066,MH-002,Gadchiroli,2023,47,66,19.612603,80.350754,MH-002_C5,train,cnn_train,0,0
46686,MH-002_2023_R047_C067,MH-002,Gadchiroli,2023,47,67,19.612603,80.351023,MH-002_C5,train,cnn_train,0,0
46687,MH-002_2023_R047_C068,MH-002,Gadchiroli,2023,47,68,19.612603,80.351293,MH-002_C5,train,cnn_train,0,0
46688,MH-002_2023_R048_C008,MH-002,Gadchiroli,2023,48,8,19.612334,80.335123,MH-002_C0,train,cnn_train,0,0
46689,MH-002_2023_R048_C009,MH-002,Gadchiroli,2023,48,9,19.612334,80.335393,MH-002_C0,train,cnn_train,0,0
46690,MH-002_2023_R048_C010,MH-002,Gadchiroli,2023,48,10,19.612334,80.335662,MH-002_C0,train,cnn_train,0,0
46691,MH-002_2023_R048_C011,MH-002,Gadchiroli,2023,48,11,19.612334,80.335932,MH-002_C0,train,cnn_train,0,0
46692,MH-002_2023_R048_C012,MH-002,Gadchiroli,2023,48,12,19.612334,80.336201,MH-002_C0,train,cnn_train,0,0
46693,MH-002_2023_R048_C013,MH-002,Gadchiroli,2023,48,13,19.612334,80.336471,MH-002_C1,train,cnn_train,0,0
46694,MH-002_2023_R048_C015,MH-002,Gadchiroli,2023,48,15,19.612334,80.33701,MH-002_C1,train,cnn_train,1,0
46695,MH-002_2023_R048_C016,MH-002,Gadchiroli,2023,48,16,19.612334,80.337279,MH-002_C1,train,cnn_train,1,0
46696,MH-002_2023_R048_C017,MH-002,Gadchiroli,2023,48,17,19.612334,80.337549,MH-002_C1,train,cnn_train,1,0
46697,MH-002_2023_R048_C018,MH-002,Gadchiroli,2023,48,18,19.612334,80.337818,MH-002_C1,train,cnn_train,1,0
46698,MH-002_2023_R048_C019,MH-002,Gadchiroli,2023,48,19,19.612334,80.338088,MH-002_C1,train,cnn_train,1,0
46699,MH-002_2023_R048_C020,MH-002,Gadchiroli,2023,48,20,19.612334,80.338357,MH-002_C1,train,cnn_train,1,0
46700,MH-002_2023_R048_C021,MH-002,Gadchiroli,2023,48,21,19.612334,80.338627,MH-002_C1,train,cnn_train,2,1
46701,MH-002_2023_R048_C022,MH-002,Gadchiroli,2023,48,22,19.612334,80.338896,MH-002_C1,train,cnn_train,2,1
46702,MH-002_2023_R048_C023,MH-002,Gadchiroli,2023,48,23,19.612334,80.339166,MH-002_C1,train,cnn_train,2,1
46703,MH-002_2023_R048_C024,MH-002,Gadchiroli,2023,48,24,19.612334,80.339435,MH-002_C2,train,cnn_train,2,1
46704,MH-002_2023_R048_C042,MH-002,Gadchiroli,2023,48,42,19.612334,80.344286,MH-002_C3,train,cnn_train,1,0
46705,MH-002_2023_R048_C043,MH-002,Gadchiroli,2023,48,43,19.612334,80.344555,MH-002_C3,train,cnn_train,1,0
46706,MH-002_2023_R048_C044,MH-002,Gadchiroli,2023,48,44,19.612334,80.344825,MH-002_C3,train,cnn_train,0,0
46707,MH-002_2023_R048_C045,MH-002,Gadchiroli,2023,48,45,19.612334,80.345094,MH-002_C3,train,cnn_train,0,0
46708,MH-002_2023_R048_C046,MH-002,Gadchiroli,2023,48,46,19.612334,80.345364,MH-002_C3,train,cnn_train,0,0
46709,MH-002_2023_R048_C047,MH-002,Gadchiroli,2023,48,47,19.612334,80.345633,MH-002_C4,train,cnn_train,1,0
46710,MH-002_2023_R048_C048,MH-002,Gadchiroli,2023,48,48,19.612334,80.345903,MH-002_C4,train,cnn_train,0,0
46711,MH-002_2023_R048_C049,MH-002,Gadchiroli,2023,48,49,19.612334,80.346172,MH-002_C4,train,cnn_train,0,0
46712,MH-002_2023_R048_C050,MH-002,Gadchiroli,2023,48,50,19.612334,80.346442,MH-002_C4,train,cnn_train,0,0
46713,MH-002_2023_R048_C051,MH-002,Gadchiroli,2023,48,51,19.612334,80.346711,MH-002_C4,train,cnn_train,0,0
46714,MH-002_2023_R048_C052,MH-002,Gadchiroli,2023,48,52,19.612334,80.346981,MH-002_C4,train,cnn_train,0,0
46715,MH-002_2023_R048_C053,MH-002,Gadchiroli,2023,48,53,19.612334,80.34725,MH-002_C4,train,cnn_train,0,0
46716,MH-002_2023_R048_C054,MH-002,Gadchiroli,2023,48,54,19.612334,80.34752,MH-002_C4,train,cnn_train,1,0
46717,MH-002_2023_R048_C055,MH-002,Gadchiroli,2023,48,55,19.612334,80.347789,MH-002_C4,train,cnn_train,2,1
46718,MH-002_2023_R048_C056,MH-002,Gadchiroli,2023,48,56,19.612334,80.348059,MH-002_C4,train,cnn_train,0,0
46719,MH-002_2023_R048_C057,MH-002,Gadchiroli,2023,48,57,19.612334,80.348328,MH-002_C4,train,cnn_train,0,0
46720,MH-002_2023_R048_C058,MH-002,Gadchiroli,2023,48,58,19.612334,80.348598,MH-002_C5,train,cnn_train,0,0
46721,MH-002_2023_R048_C059,MH-002,Gadchiroli,2023,48,59,19.612334,80.348867,MH-002_C5,train,cnn_train,1,0
46722,MH-002_2023_R048_C060,MH-002,Gadchiroli,2023,48,60,19.612334,80.349137,MH-002_C5,train,cnn_train,1,0
46723,MH-002_2023_R048_C062,MH-002,Gadchiroli,2023,48,62,19.612334,80.349676,MH-002_C5,train,cnn_train,0,0
46724,MH-002_2023_R048_C063,MH-002,Gadchiroli,2023,48,63,19.612334,80.349945,MH-002_C5,train,cnn_train,0,0
46725,MH-002_2023_R048_C064,MH-002,Gadchiroli,2023,48,64,19.612334,80.350215,MH-002_C5,train,cnn_train,0,0
46726,MH-002_2023_R048_C065,MH-002,Gadchiroli,2023,48,65,19.612334,80.350484,MH-002_C5,train,cnn_train,0,0
46727,MH-002_2023_R048_C066,MH-002,Gadchiroli,2023,48,66,19.612334,80.350754,MH-002_C5,train,cnn_train,0,0
46728,MH-002_2023_R048_C067,MH-002,Gadchiroli,2023,48,67,19.612334,80.351023,MH-002_C5,train,cnn_train,0,0
46729,MH-002_2023_R048_C068,MH-002,Gadchiroli,2023,48,68,19.612334,80.351293,MH-002_C5,train,cnn_train,0,0
46730,MH-002_2023_R049_C008,MH-002,Gadchiroli,2023,49,8,19.612064,80.335123,MH-002_C0,train,cnn_train,0,0
46731,MH-002_2023_R049_C009,MH-002,Gadchiroli,2023,49,9,19.612064,80.335393,MH-002_C0,train,cnn_train,0,0
46732,MH-002_2023_R049_C010,MH-002,Gadchiroli,2023,49,10,19.612064,80.335662,MH-002_C0,train,cnn_train,0,0
46733,MH-002_2023_R049_C011,MH-002,Gadchiroli,2023,49,11,19.612064,80.335932,MH-002_C0,train,cnn_train,0,0
46734,MH-002_2023_R049_C013,MH-002,Gadchiroli,2023,49,13,19.612064,80.336471,MH-002_C1,train,cnn_train,0,0
46735,MH-002_2023_R049_C014,MH-002,Gadchiroli,2023,49,14,19.612064,80.33674,MH-002_C1,train,cnn_train,0,0
46736,MH-002_2023_R049_C015,MH-002,Gadchiroli,2023,49,15,19.612064,80.33701,MH-002_C1,train,cnn_train,1,0
46737,MH-002_2023_R049_C016,MH-002,Gadchiroli,2023,49,16,19.612064,80.337279,MH-002_C1,train,cnn_train,1,0
46738,MH-002_2023_R049_C017,MH-002,Gadchiroli,2023,49,17,19.612064,80.337549,MH-002_C1,train,cnn_train,1,0
46739,MH-002_2023_R049_C018,MH-002,Gadchiroli,2023,49,18,19.612064,80.337818,MH-002_C1,train,cnn_train,1,0
